Total
1206,23067
1200,067498
1197,709357
1193,902042
1191,153777
1191,024822
1190,309222
1188,204619
1187,332137
1186,055476
1185,733328
1176,888097
1176,756472
1176,647763
1173,102609
1171,912134
1171,645189
1170,719609
1169,681148
1169,281623
1166,677325
1166,035813
1161,931636
1161,845203
1156,678722
1155,896361
1155,658188
1154,855041
1154,436178
1152,885406
1152,730942
1152,718391
1152,090365
1149,757443
1146,973793
1144,718136
1143,756507
1143,221012
1142,669151
1140,524817
1139,519437
1138,747696
1136,9941
1136,219301
1134,800558
1133,833006
1133,658115
1133,494952
1131,42046
1130,482567
1129,017652
1126,886755
1126,488466
1124,536346
1124,048425
1121,657232
1120,699737
1120,298323
1119,706905
1118,044718
1113,709735
1107,526131
1107,292062
1107,181472
1105,842867
1099,535137
1099,001571
1097,557527
1097,082672
1096,484962
1095,08606
1089,172162
1088,889529
1085,766707
1085,561262
1083,294159
1082,556321
1081,346091
1080,2883
1079,362868
1076,781349
1075,992641
1075,445832
1073,358284
1071,660794
1071,569478
1069,280475
1068,764376
1068,552765
1065,425547
1061,996211
1061,46467
1060,049603
1059,000543
1054,669652
1054,607379
1054,303835
1053,429265
1053,308948
1052,073669
1051,863879
1050,504733
1050,21583
1048,041338
1047,455276
1047,295127
1046,220727
1045,937873
1044,91792
1044,720678
1042,152035
1039,757251
1037,745178
1035,909781
1035,854277
1034,211573
1034,00598
1033,915421
1030,547129
1029,465914
1028,999367
1028,055606
1027,616875
1025,453453
1025,434306
1025,284205
1021,61468
1018,272717
1018,19538
1014,652022
1010,68823
1009,512378
1009,210891
1008,883611
1006,993134
1006,109593
1005,858234
1005,444857
1005,412238
1004,603903
1004,44984
1004,196868
1002,390097
1001,482517
999,7897793
996,9141396
995,8001987
993,7209013
992,925669
992,5693413
991,1781501
987,9563983
986,5376228
985,3095043
985,0092589
983,2760774
983,0654713
982,8223199
982,3523216
982,2427379
980,7965571
979,9606299
979,3946011
979,0410957
978,2877834
977,9101902
970,6922229
968,6182704
967,9265425
967,3763125
962,0005942
961,8228572
958,7027865
957,8767245
957,7191881
956,2163479
955,6629227
954,0922947
953,1456045
952,6084467
951,3441927
950,1936156
948,9615373
948,757221
948,4768234
941,3923617
940,9501565
939,3191684
935,0846027
934,0478163
933,455053
930,2817736
930,133689
929,0430647
925,0700224
923,4949288
922,7028417
922,4799133
922,4368384
921,4418678
919,6443896
919,0587976
918,2683966
916,9626844
915,3191531
914,070866
912,6946536
911,6756646
911,2727243
911,1077278
910,0345208
908,3459799
906,7099922
903,2775479
902,8419109
901,6409573
900,2430025
900,0453885
898,626066
898,4867075
897,8845189
897,2300152
894,9563636
892,7925121
892,6032298
891,2765142
890,3040495
889,556831
889,1781105
889,0735776
886,7726205
885,8182092
883,9898395
883,9055219
883,8283606
880,4330799
878,5933639
878,5574781
878,2103382
877,9033108
877,6652403
877,198377
876,7335159
875,9202516
875,1426306
872,6232998
870,8047534
869,4538452
869,0399034
868,6547418
867,284281
865,6833847
865,2193775
863,9314919
863,5390265
863,4809955
863,0566915
862,6678972
862,1900653
861,8770515
861,4550406
858,9829017
858,7883476
856,7293476
856,729252
856,6096186
856,3043368
856,0732246
854,8620464
854,6147088
854,3405234
853,3740755
853,3346739
850,6796556
850,2711352
849,7047431
848,7961813
847,9967394
847,2790423
846,8753634
846,0253771
845,6419085
844,9437768
844,5760247
844,1667838
844,1566175
843,5599716
843,1264453
842,3949814
842,0159079
840,6920474
837,9158761
837,7984203
837,6730427
837,2291367
836,2773637
836,1866626
836,1741065
835,6905739
835,5785509
835,4097217
834,628309
834,5237422
833,8951425
833,8506225
833,1291407
830,0361042
829,2671944
829,1669738
828,9104501
827,8360488
824,3405621
822,4384046
822,1756962
821,6739455
821,3449612
821,1899718
820,7754027
814,2000679
813,3036297
813,0071813
812,602096
812,5004196
812,2183125
811,7425773
810,822518
810,0174468
807,8721277
805,7373559
805,5097985
805,1146405
804,8801705
803,9760227
802,7608486
801,478786
801,1963857
800,9504613
800,411552
799,2980922
798,9946936
798,0393496
797,6377954
797,3879128
796,5530478
795,2027501
794,5708351
793,8784588
793,2789176
791,5794325
791,4344999
789,1485682
788,607287
788,5826637
788,3511673
787,1494675
787,0183646
786,1421043
786,1414792
784,7554771
784,1113421
783,5301028
781,9016688
781,0575962
778,0070184
777,2560664
777,0598169
776,4201018
776,3405233
773,3342425
771,8586237
770,5924448
770,5198723
770,0140441
769,939386
769,0157311
768,6722819
768,4589514
767,5699989
766,7731579
766,6562839
766,3840626
766,2393238
766,0297717
765,6601927
763,647211
763,4601173
763,2432705
760,8786687
759,963111
759,2160349
759,1205317
758,8482541
758,2245464
757,8102799
756,210695
755,9541104
755,8441552
753,1453515
751,8466418
751,4312304
751,2961419
751,0888412
750,4188534
749,3249189
749,0109724
748,6596931
745,1508921
744,5097366
744,2279912
741,9622382
740,4705978
739,6832741
738,7127619
738,2544764
737,2994165
737,0905727
736,8476531
736,2124057
735,8163109
733,6628822
732,6814078
729,5435667
729,3597185
729,2290743
729,188251
728,5918307
728,4334813
728,0566705
723,9299148
722,7914897
722,1642912
721,7562318
721,6635967
721,5180561
720,2632214
719,2697044
718,6571734
718,3756089
713,269389
713,0552842
712,3907401
712,0531895
711,8348762
711,1735515
711,1045798
709,1168272
709,0468064
708,7659011
705,9998736
705,9333065
705,665177
705,1871132
704,7661532
704,4041195
703,6193335
702,3239077
701,7678427
701,2407369
701,031594
698,3640958
695,8704127
695,737074
694,8367407
694,5857191
694,4282352
694,2955388
694,1252117
693,5871859
692,4537456
691,7150532
691,1903065
691,1560324
690,9277217
690,5815725
689,5158368
689,3960995
688,6501755
688,4965578
688,1089398
687,1832
684,230473
683,8715749
683,8311905
683,2579582
683,0879808
682,836358
682,3984246
682,110821
681,869284
681,8327026
681,3731309
681,0157199
680,90612
680,3349548
680,3166027
680,3108304
679,7243303
678,8302052
678,531982
678,1595572
678,0570764
677,6093782
676,8481376
676,1676314
673,9987685
673,2380521
673,0702197
672,7055165
672,4809743
672,441788
672,3247453
670,6279838
670,045762
669,4205712
668,655872
667,1851534
666,8385622
666,0695509
665,5820125
665,5396685
664,1711181
662,4559343
660,4585923
659,3927518
659,3238991
659,0264646
658,4273863
658,2191537
658,2018123
656,55033
656,2046602
655,5919296
654,7009053
653,3331184
653,2548097
652,2593657
652,2205801
651,9465873
651,6587374
651,5533337
651,3448887
649,7132474
649,5876341
648,9256392
647,5259509
646,1224561
645,165891
644,5176674
644,0960631
643,5484509
641,5376661
641,3563733
641,1869905
640,230484
639,409478
639,1347212
637,153166
636,8325023
636,2472351
636,1660636
634,3430244
634,147503
633,927578
633,6156253
633,234645
633,1878285
632,9334067
632,7204478
632,7197676
632,4639301
632,3105388
629,808907
626,3605298
626,2013078
626,0062248
625,7258325
625,2082174
624,353914
623,1973585
623,1296917
622,3147363
622,2928134
621,7188976
621,7015139
621,3975743
621,2696474
621,0587026
620,6963969
619,7692867
619,7653791
619,6561925
619,5888223
619,2923169
618,8830331
618,6537153
617,2915214
616,4362722
616,2382342
616,205779
615,9183546
615,7903062
615,3996431
615,1629536
614,5784678
614,5074328
614,3590359
613,9865171
613,3859761
612,2525012
609,791076
609,1093518
609,0723887
608,5920554
608,4075167
608,0830649
608,059154
607,7441971
607,265663
606,842079
606,221592
606,1033222
605,7325034
604,9950302
604,786932
604,7553379
604,2044497
603,9161993
603,5101028
603,2705483
602,7434768
602,5184417
602,0574683
601,6868085
601,5940588
601,3259804
600,8499971
598,055943
596,9082019
596,1403612
596,1030479
596,0828252
595,3313525
595,2854925
594,1382435
593,1584018
592,9560865
592,3539483
591,6746316
591,4202133
590,8426539
588,8518035
587,1858622
587,1492458
587,0406499
586,6850304
586,2989273
585,5502323
584,5334906
583,2521235
582,7974694
582,5969307
582,2494824
581,8521211
580,5996447
579,8946133
579,8400402
578,3148984
578,0480928
577,8242813
577,6894976
577,4689841
575,5813667
574,5134676
574,4906682
574,3731489
574,1027739
572,4807788
570,7199496
569,0746962
568,404008
568,170153
567,8744478
566,6006547
566,3307195
565,6456588
565,493257
564,639538
564,609591
563,9475235
563,8772173
563,2488428
563,0525248
562,4009241
562,0921064
561,969976
561,7756497
561,2764708
561,1917487
560,875521
560,0507218
558,849481
556,724222
555,7343778
555,4861297
555,20475
554,8355302
554,6993379
554,5284375
553,8645993
553,3762483
553,1347029
552,6624506
552,411933
551,7269513
551,2237334
550,3335193
549,5843099
548,0651426
547,8160516
547,6671737
547,1133333
547,1076954
547,0846412
546,786504
545,8140031
544,5342635
542,9610882
542,154601
541,8089968
541,7888783
541,4911772
540,7457888
539,8103864
539,7842941
539,4972863
538,7469424
538,3319282
537,3474193
537,0515186
535,8767125
535,8390956
534,808142
534,6399148
534,0401631
533,3050592
532,402158
531,9976126
531,776328
531,7605229
531,5625607
531,0028808
530,2859078
530,2632271
530,1244704
529,3040735
528,9643018
528,9486463
528,7133908
528,7028972
528,3172186
528,0481678
527,389973
526,8295298
526,4749598
526,4105282
526,325283
526,1380621
524,8305567
524,7476356
524,5315879
524,0645532
523,5989004
523,249358
522,8208012
522,3530211
522,1077439
521,6105271
520,9790394
520,0870024
519,0685996
518,4882936
516,506229
516,0968152
515,8143222
514,2237771
513,3333787
513,1026328
512,6722416
512,3162319
512,0156229
508,6673998
508,084228
506,444069
505,666625
504,8296168
504,5357519
504,0868598
503,7597198
503,2524553
502,5293005
501,7692098
501,5276852
501,3529889
500,9395073
500,8898317
500,6804858
499,8228344
499,0604841
498,963408
498,8799038
498,7401595
498,5776849
498,2255098
498,1843305
498,050815
498,0064447
497,8711193
497,8613382
497,7205768
497,6797506
497,3132477
496,6179782
495,4534922
494,5447376
494,4738577
494,2295761
494,1301841
493,9433692
493,6093274
493,5677889
493,5616521
492,5544758
492,1142389
492,0353281
491,9128019
491,0706583
491,0277879
490,773552
490,2809425
489,3004594
488,4834625
488,156598
487,8866285
487,6570241
486,6478674
486,5619392
486,4309236
486,3511597
484,9827897
484,8572852
484,4161219
484,2459187
484,0292148
483,9579053
483,7381901
483,4257958
483,2223205
483,088285
482,4549003
481,9006989
481,5971435
481,5883987
481,5826581
481,4609372
481,3373818
480,5341787
479,6118677
478,5841726
478,1758105
478,072385
477,4891778
476,7814349
476,721187
476,5149352
476,1951629
475,5643568
475,1894092
474,5003023
474,414776
474,0806567
474,0442652
473,8254581
473,8247317
473,7061865
473,4945726
473,158717
472,9774585
472,4235556
470,5106037
469,115379
468,8083473
468,6438092
467,8831486
467,445882
467,0888028
466,7267906
466,1786192
466,0445534
465,1789282
464,9465195
464,6657569
463,6111822
462,5718516
462,4660026
461,936786
461,8081115
461,6102536
460,6991493
459,6740719
459,0324841
458,8798008
458,8522564
458,7550709
458,0205706
457,6950266
457,1913811
457,1387683
456,8606287
456,6731739
456,4262406
456,0921694
455,5241486
455,4333968
454,9642484
454,731853
454,6638727
454,181804
453,8814687
453,8660165
453,6018088
453,6012417
452,726119
452,1304165
451,4238622
450,0068138
449,5272511
449,2755165
448,2430406
448,0454535
447,780991
447,2676909
446,9283195
446,3715305
445,0144429
444,5325092
444,2364843
444,0698441
443,8257686
443,7439271
443,4216502
443,4161289
443,2495118
442,7603027
442,2382322
440,7187753
440,7158967
440,4332582
440,1118658
440,1070477
439,6484506
439,3030836
439,1808645
438,7040678
438,5863782
438,4867293
438,272642
437,4357094
437,2176681
437,0710278
436,918578
436,858617
436,4113621
435,3808226
434,7880127
434,2382193
432,9012064
432,8824235
432,8540478
431,7643182
431,7090564
431,3256422
431,3125264
431,2570838
431,1182684
430,7687413
430,4034488
430,3868708
430,211745
430,1015684
429,6674208
429,6410261
429,4036257
429,0243947
427,3013473
427,1148698
426,7348898
426,0136209
425,1956408
425,0628607
424,8051279
424,5680826
424,537332
424,4177539
424,2813034
423,5155474
422,8537044
422,8186268
422,8160604
422,4571701
422,4010516
422,3413808
422,2381601
421,9183503
421,4598521
421,3326171
421,3277213
421,298276
421,1426233
420,9584504
419,4882126
418,5500966
417,782254
417,4036419
417,1391177
416,946553
416,892809
416,8667911
416,1341801
415,6264327
414,8315763
414,6908501
414,3176312
414,2101447
413,5025693
413,1253821
412,7609684
412,4912714
411,8157353
411,0467631
411,0062561
410,4856322
410,3977899
410,2962564
410,2718235
410,0427214
409,3695498
409,1680117
408,4955633
408,3172543
408,0111235
407,7330183
407,0298975
406,8687046
406,3741564
406,3158374
406,1229244
406,0662278
406,047667
405,9172718
405,9044058
405,0901126
404,5819725
404,0683022
403,9606174
403,7541298
403,2580673
403,1522276
402,5802037
401,7537665
401,1124058
400,589979
400,2459149
399,8537702
399,7417763
399,3992187
399,026724
398,8541756
398,780602
398,0006509
397,9910782
397,2649522
397,0000945
396,7272574
396,5975111
396,2479997
396,1948499
395,9355096
395,84328
395,6757922
395,5271451
395,2050072
395,0294618
394,9003877
394,5989219
394,4619328
393,8571346
393,2620093
392,834075
392,1146539
392,0584059
391,9371381
391,7292774
391,0864178
390,3485347
389,7878045
389,7415242
389,7163692
389,5934832
388,7108051
388,5152034
388,4276274
388,3356363
387,5062475
387,4848896
386,4706622
386,4487806
386,4046297
385,954705
385,8279271
385,5775493
385,1055446
384,2243459
383,0562406
382,5027298
382,3993023
381,0380095
381,0229835
380,9900659
380,5567723
380,52758
380,3341474
380,1505822
379,9891587
379,2909125
378,9920899
378,9309115
378,6433334
377,9008021
377,8294763
377,2242915
376,6570165
376,6505129
376,3978451
375,4918388
375,4707864
374,9779091
373,9564649
373,7574146
373,4418525
373,0687724
372,4711423
372,2762086
371,9253657
371,8353133
371,5373081
371,5082364
371,4697342
371,4187649
370,8627534
370,6214729
370,6110983
370,4261223
369,3935891
369,0942012
368,6828748
368,082561
368,0432284
367,1292521
367,0013974
366,8487945
366,4943185
366,0343463
365,7892597
365,2588327
365,1953246
364,3666652
364,3466555
364,2501076
364,1143168
364,0925223
363,252151
363,2389639
363,0484504
362,9820154
362,8991735
362,664989
362,4313352
362,394829
362,1731677
362,0798797
361,885137
361,4056338
361,3905587
361,2732731
361,0795915
360,9048079
360,8700531
359,5147385
358,8117013
358,5584259
357,6206513
357,6170019
357,367245
357,2793039
356,8533744
356,2313388
356,0484427
355,9926852
355,5481182
354,7319412
354,2947887
354,1274136
353,970765
353,9011857
352,9838483
352,8392934
352,1208654
352,0343183
351,9801418
351,7564388
351,6957526
351,2818008
351,1738594
350,789608
350,6294074
350,3136268
350,0594274
349,8822644
348,3874723
347,9811983
347,2433058
347,0252097
346,9481503
345,8338616
345,7854386
345,3549033
344,5648416
344,4331132
344,1479696
343,429301
343,3705379
343,3043007
342,6966346
342,5010373
342,3999239
342,0387403
341,9313094
341,8320039
341,7890939
341,3320554
341,2364856
341,23282
340,83936
340,7515677
340,5786922
340,2722321
340,2054243
340,1605334
339,9758561
339,963367
339,2344534
338,7015916
338,6596966
337,8149041
337,4324515
337,1247613
336,9287877
336,6441517
336,5178327
336,4946621
336,3831862
336,2358513
336,0565868
335,9868695
335,4592618
335,3442118
335,3329781
335,2673626
335,0548857
335,0008667
334,9409448
334,4499611
334,1553371
332,4813613
332,2658136
331,841795
331,3499972
331,1992758
330,6494714
330,0744164
330,0077676
329,6129444
329,4219539
329,2131794
328,7421925
328,7195199
328,3557366
328,15703
327,6492842
327,5270173
327,2127948
327,144391
325,5011435
325,1196593
325,0544571
324,8079941
324,3725406
324,3190484
323,8954701
323,8327858
322,9477111
322,8607338
322,8000742
322,4891858
321,9926398
321,9794839
321,9010044
321,8864992
321,6064921
321,5134038
321,1107185
320,8324763
319,8332131
319,770675
319,4228835
319,3926647
318,8109764
317,5245081
317,4651225
316,9139959
316,8983696
316,8667679
316,586272
315,9669245
315,8144517
315,6510164
315,2855282
314,820066
314,7647281
314,7494453
314,7306811
314,4499431
313,9601012
313,4919632
313,4741634
313,031749
312,7629665
312,541353
312,3982046
311,7855485
311,6441083
310,894708
310,7694538
310,0931678
309,9095086
309,6510211
309,6047688
307,4654828
307,2218285
306,7624363
306,7437555
306,6909071
306,3541004
306,3378124
305,7517796
305,6242413
305,5241656
305,3476098
305,2668528
305,0598533
304,9743968
304,8575799
304,8157269
304,2497417
304,1424888
304,1037856
303,271994
303,2578251
302,6646408
302,280929
302,0480995
301,7693906
301,7009671
301,6769604
301,3841909
301,3351977
301,0022392
300,9527962
300,6774408
300,5520355
300,420884
299,9214872
299,8614432
299,5843633
299,3482387
299,2148471
299,1007968
298,9641411
298,5781093
298,5496444
297,9892296
297,2240946
296,3173146
295,8294589
295,7249618
295,6529795
295,2735207
295,2393639
295,1507532
294,8647012
294,8278273
294,5869377
294,5438654
294,3974216
294,3006617
293,9506881
293,7841926
293,5305174
293,4705005
293,4599916
293,2483883
292,695781
292,4355408
291,8455886
291,7174295
291,6570592
291,6358459
291,2897208
290,9732109
290,5241222
290,3707199
290,2237441
289,8556866
289,4153804
289,1277823
288,9142412
288,5004039
288,161767
287,6336187
287,5374082
286,9636935
286,6145107
286,535281
286,4713737
286,4159999
286,2750302
286,0628577
284,9746772
284,8059179
284,6308681
284,4356157
283,6983977
283,596222
283,4054857
282,6613208
282,4700276
281,8123403
281,5514896
281,3248899
280,9946466
280,4480723
280,0636365
280,0112891
279,8269717
279,7850271
279,4238206
279,4205683
278,9274166
278,8086237
278,7791302
278,7650358
278,5453277
277,8259053
277,7722248
276,8542371
276,5575537
276,4678771
275,4545786
275,0112821
274,9142212
274,8966351
274,7038079
274,0126386
273,8257437
273,756296
273,6067727
273,4797526
273,173728
273,1461434
272,6176024
271,9271158
271,8992081
271,6907314
271,4955089
271,3307244
271,0562051
270,7820603
270,1950264
270,1228434
269,8809526
269,8449765
269,7496124
269,5869929
269,2490617
268,9359002
268,5488187
268,4061722
268,3370296
268,1114973
267,8908996
267,603231
267,5463253
267,5042113
267,4513319
267,3342213
267,2616465
267,1238309
267,0495197
266,887341
266,7034655
266,3773708
266,2236955
266,1784675
266,1030148
265,8659083
265,8425411
265,4454726
265,2304426
265,1074041
264,122791
263,7469294
263,6850721
263,277379
263,1156698
263,0774043
262,9405294
262,8526751
262,6074246
262,1018631
262,0372112
261,6650368
261,2127482
259,2142641
258,9114015
258,8361861
258,5623429
258,1075832
257,942386
257,3916157
257,2965836
257,1565382
257,1260038
256,7945986
256,568446
255,8126606
255,6640321
255,3396667
255,3336412
255,3243461
255,1530641
255,0677937
254,7951306
254,6401906
254,5767852
254,3626896
254,1521626
254,0524649
254,0367971
253,8937618
252,9552922
252,6708792
252,5928014
252,4332629
252,1284314
251,8858171
251,2162619
251,1983616
250,8250697
250,7288873
250,6787935
250,0437873
249,8899131
249,8544487
249,6752632
249,5355307
249,3347041
249,0640451
248,741314
248,7284013
248,4974461
248,3378957
248,2371424
248,1815558
248,1026038
248,0225394
247,6482216
247,5203518
247,4270411
247,313829
247,2697077
247,0269763
246,9379695
246,8819661
246,752839
246,5888104
246,4197461
245,7262636
245,4451679
245,1698657
245,1326871
244,8372606
244,4860623
244,2652686
243,8924036
243,8121235
243,2065001
243,099449
242,6228012
242,4179689
242,1820306
242,0823306
241,9329856
241,6500284
241,2140269
241,0636968
240,9390748
240,8643418
240,1219951
239,6700044
239,6462005
239,5948121
239,5109083
239,3802566
239,3380566
239,2463572
238,7712777
238,712833
238,2728761
238,1525246
237,67793
237,5646613
237,1044637
236,8283452
236,6335987
236,3980024
236,3020472
236,1590699
235,9737591
235,5286457
235,1203911
234,49743
234,4430285
234,2518259
234,184821
234,1412755
234,1056726
233,9380798
233,8393559
233,8262589
233,8043867
233,4297699
233,06297
232,1968242
231,7538569
231,5500616
231,1613027
231,0960019
230,6651331
230,6348526
230,4605279
230,255837
230,0279267
229,9564837
229,6822556
229,5524962
229,4954057
229,4249199
229,0977475
229,0627779
228,7978092
228,3779485
228,3077592
227,1977525
227,0977761
227,017398
226,795842
226,7074301
226,1278174
226,0575308
226,0294546
225,7853138
225,4954833
225,4356571
225,2429968
225,0244621
224,8035133
224,4518061
224,4384284
224,0023647
223,6367346
223,5547642
223,2683134
223,1486922
222,9469486
222,9009721
222,8752541
222,7978047
222,39916
222,0296071
221,6471176
221,3444752
221,1387472
220,9964599
220,9675886
220,8806088
220,749987
220,7336528
220,4997206
219,8197947
219,815271
219,7482334
219,7105644
219,0195942
218,7341172
218,718952
218,6945311
218,6384824
218,0333132
218,0249236
217,8847474
217,0875116
217,025588
216,8217996
216,551873
216,4851552
216,4607017
216,3813717
216,0743417
215,8740693
215,863248
215,7113137
215,1071347
214,9525918
214,7843483
214,691557
214,6198692
214,3026205
214,1842742
214,008505
213,6626187
213,6208098
213,1316891
212,9615167
212,9081647
212,7069665
212,1205426
212,0660798
211,9930166
211,3577073
211,2726707
211,220912
211,0709607
210,6604858
210,5741724
210,5734899
210,5544555
210,16534
209,7970789
209,6446974
209,5698979
209,484289
209,4734908
209,3907574
209,3271369
209,2231594
209,2065125
209,1684045
209,1375385
209,0534878
208,79362
208,2366404
208,1264647
208,100445
208,0965066
207,6082101
207,0373816
206,8994405
206,8310625
206,782062
206,3084428
206,1989788
206,1008955
206,0681897
205,9725712
205,9225485
205,7957016
205,3722174
205,3523444
205,207751
204,8029452
204,71607
204,4352643
204,3108457
204,2872262
203,9151018
203,8645378
203,5213074
202,7934775
202,5440918
202,4266925
202,395974
202,3412537
202,2434551
201,9946591
201,9517259
201,8934425
201,8191457
201,8120706
200,9774542
200,7292249
200,1162143
199,9985312
199,879552
199,5986303
199,5957943
198,9399053
198,8974377
198,603496
198,6010892
198,4784002
198,2939263
197,8243976
197,5272413
197,4785768
197,4761762
197,4321257
197,4195687
196,902918
196,5097403
196,4923018
196,2777871
196,0954902
195,8892263
195,6977635
195,6760452
195,6576721
195,3640498
195,3495464
195,1269144
195,0710189
194,9045835
194,8526547
194,7146218
194,6755285
194,6259575
194,5442913
194,3850937
194,3018625
194,1145635
193,8728563
193,4172036
193,4003665
193,1925071
192,9341283
192,7931943
192,673985
192,4782935
191,9001214
191,7988521
191,5808879
191,5375342
191,4941048
191,1398927
191,0262432
190,9546778
190,6895418
190,5701428
190,2141106
190,0299754
189,9413048
189,7231247
189,7125609
189,4176438
188,898848
188,8209821
188,6243443
187,8398774
187,4702432
187,0450176
187,0348009
187,0346734
186,9980671
186,9241312
186,5763452
186,1021057
185,5918092
